Hebrew_character,Names,Frequencies
שוו,Shin_Waw_Waw,3
מובדלים,Mem-medial_Waw_Bet_Dalet_Lamed_Yod_Mem,3
ושבעה,Waw_Shin_Bet_Ayin_He,3
ותמן,Waw_Taw_Mem-medial_Nun-final,3
המערבי,He_Mem-medial_Ayin_Resh_Bet_Yod,3
תרומה,Taw_Resh_Waw_Mem-medial_He,3
לקרוב,Lamed_Qof_Resh_Waw_Bet,3
המואס,He_Mem-medial_Waw_Alef_Samekh,3
יסד,Yod_Samekh_Dalet,3
ובשובם,Waw_Bet_Shin_Waw_Bet_Mem,3
ואצבעות,Waw_Alef_Tsadi_Bet_Ayin_Waw_Taw,3
הניפותה,He_Nun-medial_Yod_Pe_Waw_Taw_He,3
חדוא,Het_Dalet_Waw_Alef,3
נחלתכה,Nun-medial_Het_Lamed_Taw_Kaf_He,3
עדינה,Ayin_Dalet_Yod_Nun-medial_He,3
להבת,Lamed_He_Bet_Taw,3
המרדף,He_Mem-medial_Resh_Dalet_Pe-final,3
פעם,Pe_Ayin_Mem,3
קרן,Qof_Resh_Nun-final,3
ונסכו,Waw_Nun-medial_Samekh_Kaf_Waw,3
אמרה,Alef_Mem-medial_Resh_He,3
אויביהם,Alef_Waw_Yod_Bet_Yod_He_Mem,3
הנו,He_Nun-medial_Waw,3
ודין,Waw_Dalet_Yod_Nun-final,3
לתוך,Lamed_Taw_Waw_Kaf-final,3
לבבך,Lamed_Bet_Bet_Kaf-final,3
וישימכה,Waw_Yod_Shin_Yod_Mem-medial_Kaf_He,3
ונעבודה,Waw_Nun-medial_Ayin_Bet_Waw_Dalet_He,3
בשעריכה,Bet_Shin_Ayin_Resh_Yod_Kaf_He,3
פעולתם,Pe_Ayin_Waw_Lamed_Taw_Mem,3
סחר,Samekh_Het_Resh,3
עפרו,Ayin_Pe_Resh_Waw,3
ובעצה,Waw_Bet_Ayin_Tsadi_He,3
כפיר,Kaf_Pe_Yod_Resh,3
לדרך,Lamed_Dalet_Resh_Kaf-final,3
כעשן,Kaf_Ayin_Shin_Nun-final,3
שללה,Shin_Lamed_Lamed_He,3
ידעתמה,Yod_Dalet_Ayin_Taw_Mem-medial_He,3
לאף,Lamed_Alef_Pe-final,3
מועדו,Mem-medial_Waw_Ayin_Dalet_Waw,3
למהך,Lamed_Mem-medial_He_Kaf-final,3
אנתתה,Alef_Nun-medial_Taw_Taw_He,3
חומה,Het_Waw_Mem-medial_He,3
העתים,He_Ayin_Taw_Yod_Mem,3
דרכם,Dalet_Resh_Kaf_Mem,3
במן,Bet_Mem-medial_Nun-final,3
בדעה,Bet_Dalet_Ayin_He,3
תזבח,Taw_Zayin_Bet_Het,3
פקודיהם,Pe_Qof_Waw_Dalet_Yod_He_Mem,3
הראשון,He_Resh_Alef_Shin_Waw_Nun-final,3
שלישי,Shin_Lamed_Yod_Shin_Yod,3
משקל,Mem-medial_Shin_Qof_Lamed,3
ומושל,Waw_Mem-medial_Waw_Shin_Lamed,3
ושמות,Waw_Shin_Mem-medial_Waw_Taw,3
הב,He_Bet,3
מאמרה,Mem-medial_Alef_Mem-medial_Resh_He,3
צור,Tsadi_Waw_Resh,3
הסכות,He_Samekh_Kaf_Waw_Taw,3
יוסיף,Yod_Waw_Samekh_Yod_Pe-final,3
בבריתך,Bet_Bet_Resh_Yod_Taw_Kaf-final,3
שללם,Shin_Lamed_Lamed_Mem,3
כלו,Kaf_Lamed_Waw,3
למדנחא,Lamed_Mem-medial_Dalet_Nun-medial_Het_Alef,3
תטמא,Taw_Tet_Mem-medial_Alef,3
בראם,Bet_Resh_Alef_Mem,3
השלל,He_Shin_Lamed_Lamed,3
וקרית,Waw_Qof_Resh_Yod_Taw,3
שרץ,Shin_Resh_Tasdi-final,3
גר,Gimel_Resh,3
חזו,Het_Zayin_Waw,3
חשוכא,Het_Shin_Waw_Kaf_Alef,3
מנוס,Mem-medial_Nun-medial_Waw_Samekh,3
בדרום,Bet_Dalet_Resh_Waw_Mem,3
האמות,He_Alef_Mem-medial_Waw_Taw,3
רואש,Resh_Waw_Alef_Shin,3
חליפה,Het_Lamed_Yod_Pe_He,3
לשתות,Lamed_Shin_Taw_Waw_Taw,3
בדד,Bet_Dalet_Dalet,3
תופיע,Taw_Waw_Pe_Yod_Ayin,3
חזקתה,Het_Zayin_Qof_Taw_He,3
ימש,Yod_Mem-medial_Shin,3
עניי,Ayin_Nun-medial_Yod_Yod,3
ותגל,Waw_Taw_Gimel_Lamed,3
עינוהי,Ayin_Yod_Nun-medial_Waw_He_Yod,3
ווה,Waw_Waw_He,3
עושים,Ayin_Waw_Shin_Yod_Mem,3
כרת,Kaf_Resh_Taw,3
ולהבדל,Waw_Lamed_He_Bet_Dalet_Lamed,3
כליו,Kaf_Lamed_Yod_Waw,3
תתבלע,Taw_Taw_Bet_Lamed_Ayin,3
ומלאכי,Waw_Mem-medial_Lamed_Alef_Kaf_Yod,3
והוו,Waw_He_Waw_Waw,3
ממקור,Mem-medial_Mem-medial_Qof_Waw_Resh,3
בקו,Bet_Qof_Waw,3
מעלו,Mem-medial_Ayin_Lamed_Waw,3
וומן,Waw_Waw_Mem-medial_Nun-final,3
ועלה,Waw_Ayin_Lamed_He,3
תאמר,Taw_Alef_Mem-medial_Resh,3
ולהבין,Waw_Lamed_He_Bet_Yod_Nun-final,3
אדבר,Alef_Dalet_Bet_Resh,3
סופה,Samekh_Waw_Pe_He,3
לחיה,Lamed_Het_Yod_He,3
זכרתי,Zayin_Kaf_Resh_Taw_Yod,3
אהבתה,Alef_He_Bet_Taw_He,3
רעיכה,Resh_Ayin_Yod_Kaf_He,3
ותרם,Waw_Taw_Resh_Mem,3
כרוב,Kaf_Resh_Waw_Bet,3
משפטיכה,Mem-medial_Shin_Pe_Tet_Yod_Kaf_He,3
במחנה,Bet_Mem-medial_Het_Nun-medial_He,3
צורי,Tsadi_Waw_Resh_Yod,3
נקמה,Nun-medial_Qof_Mem-medial_He,3
שבעא,Shin_Bet_Ayin_Alef,3
ומאות,Waw_Mem-medial_Alef_Waw_Taw,3
אחרנא,Alef_Het_Resh_Nun-medial_Alef,3
שפטם,Shin_Pe_Tet_Mem,3
ובעד,Waw_Bet_Ayin_Dalet,3
זמם,Zayin_Mem-medial_Mem,3
ופני,Waw_Pe_Nun-medial_Yod,3
במושב,Bet_Mem-medial_Waw_Shin_Bet,3
נעוה,Nun-medial_Ayin_Waw_He,3
ימשול,Yod_Mem-medial_Shin_Waw_Lamed,3
שוע,Shin_Waw_Ayin,3
חרת,Het_Resh_Taw,3
הראש,He_Resh_Alef_Shin,3
אלוהיכם,Alef_Lamed_Waw_He_Yod_Kaf_Mem,3
ההעל,He_He_Ayin_Lamed,3
בכוחכה,Bet_Kaf_Waw_Het_Kaf_He,3
השל,He_Shin_Lamed,3
ושקר,Waw_Shin_Qof_Resh,3
אתיב,Alef_Taw_Yod_Bet,3
בקר,Bet_Qof_Resh,3
למזרח,Lamed_Mem-medial_Zayin_Resh_Het,3
יכרת,Yod_Kaf_Resh_Taw,3
עליאת,Ayin_Lamed_Yod_Alef_Taw,3
ופליטה,Waw_Pe_Lamed_Yod_Tet_He,3
שלומם,Shin_Lamed_Waw_Mem-medial_Mem,3
למתב,Lamed_Mem-medial_Taw_Bet,3
לחלל,Lamed_Het_Lamed_Lamed,3
להשמיד,Lamed_He_Shin_Mem-medial_Yod_Dalet,3
ישוע,Yod_Shin_Waw_Ayin,3
עצתם,Ayin_Tsadi_Taw_Mem,3
עירו,Ayin_Yod_Resh_Waw,3
נשברה,Nun-medial_Shin_Bet_Resh_He,3
הפנא,He_Pe_Nun-medial_Alef,3
תשב,Taw_Shin_Bet,3
אשמע,Alef_Shin_Mem-medial_Ayin,3
לשבט,Lamed_Shin_Bet_Tet,3
תוסף,Taw_Waw_Samekh_Pe-final,3
רדף,Resh_Dalet_Pe-final,3
הטהר,He_Tet_He_Resh,3
לראישונה,Lamed_Resh_Alef_Yod_Shin_Waw_Nun-medial_He,3
לימי,Lamed_Yod_Mem-medial_Yod,3
ויחר,Waw_Yod_Het_Resh,3
וזעומים,Waw_Zayin_Ayin_Waw_Mem-medial_Yod_Mem,3
קנאת,Qof_Nun-medial_Alef_Taw,3
ראשין,Resh_Alef_Shin_Yod_Nun-final,3
מבול,Mem-medial_Bet_Waw_Lamed,3
ובדבר,Waw_Bet_Dalet_Bet_Resh,3
כתבן,Kaf_Taw_Bet_Nun-final,3
אינם,Alef_Yod_Nun-medial_Mem,3
עלל,Ayin_Lamed_Lamed,3
קודשך,Qof_Waw_Dalet_Shin_Kaf-final,3
חצי,Het_Tsadi_Yod,3
בחרו,Bet_Het_Resh_Waw,3
כלוא,Kaf_Lamed_Waw_Alef,3
ישקו,Yod_Shin_Qof_Waw,3
האחת,He_Alef_Het_Taw,3
מחסורכה,Mem-medial_Het_Samekh_Waw_Resh_Kaf_He,3
אשמות,Alef_Shin_Mem-medial_Waw_Taw,3
חסדיך,Het_Samekh_Dalet_Yod_Kaf-final,3
ושתים,Waw_Shin_Taw_Yod_Mem,3
והמבקר,Waw_He_Mem-medial_Bet_Qof_Resh,3
ומנך,Waw_Mem-medial_Nun-medial_Kaf-final,3
נחת,Nun-medial_Het_Taw,3
לשום,Lamed_Shin_Waw_Mem,3
נראה,Nun-medial_Resh_Alef_He,3
בהארץ,Bet_He_Alef_Resh_Tasdi-final,3
ושמע,Waw_Shin_Mem-medial_Ayin,3
רחות,Resh_Het_Waw_Taw,3
עריצי,Ayin_Resh_Yod_Tsadi_Yod,3
תנחל,Taw_Nun-medial_Het_Lamed,3
ראיתי,Resh_Alef_Yod_Taw_Yod,3
היותי,He_Yod_Waw_Taw_Yod,3
תקבל,Taw_Qof_Bet_Lamed,3
טרפכה,Tet_Resh_Pe_Kaf_He,3
וחליל,Waw_Het_Lamed_Yod_Lamed,3
מלאכה,Mem-medial_Lamed_Alef_Kaf_He,3
ובימי,Waw_Bet_Yod_Mem-medial_Yod,3
וישם,Waw_Yod_Shin_Mem,3
ולהחזיק,Waw_Lamed_He_Het_Zayin_Yod_Qof,3
זרעך,Zayin_Resh_Ayin_Kaf-final,3
קהת,Qof_He_Taw,3
למספר,Lamed_Mem-medial_Samekh_Pe_Resh,3
בלנו,Bet_Lamed_Nun-medial_Waw,3
והגיד,Waw_He_Gimel_Yod_Dalet,3
ופרשו,Waw_Pe_Resh_Shin_Waw,3
ישי,Yod_Shin_Yod,3
דרשו,Dalet_Resh_Shin_Waw,3
לאלה,Lamed_Alef_Lamed_He,3
הטמאות,He_Tet_Mem-medial_Alef_Waw_Taw,3
קוברים,Qof_Waw_Bet_Resh_Yod_Mem,3
הווא,He_Waw_Waw_Alef,3
מרחוק,Mem-medial_Resh_Het_Waw_Qof,3
מבואי,Mem-medial_Bet_Waw_Alef_Yod,3
ופשעי,Waw_Pe_Shin_Ayin_Yod,3
טמאת,Tet_Mem-medial_Alef_Taw,3
עלינו,Ayin_Lamed_Yod_Nun-medial_Waw,3
ובחסדיכה,Waw_Bet_Het_Samekh_Dalet_Yod_Kaf_He,3
ישכח,Yod_Shin_Kaf_Het,2
לכרות,Lamed_Kaf_Resh_Waw_Taw,2
והביאו,Waw_He_Bet_Yod_Alef_Waw,2
ועשרה,Waw_Ayin_Shin_Resh_He,2
ערבי,Ayin_Resh_Bet_Yod,2
צמחי,Tsadi_Mem-medial_Het_Yod,2
חרבן,Het_Resh_Bet_Nun-final,2
ארחא,Alef_Resh_Het_Alef,2
פדות,Pe_Dalet_Waw_Taw,2
ישוברו,Yod_Shin_Waw_Bet_Resh_Waw,2
כאל,Kaf_Alef_Lamed,2
עזבם,Ayin_Zayin_Bet_Mem,2
גילות,Gimel_Yod_Lamed_Waw_Taw,2
קורה,Qof_Waw_Resh_He,2
ושניר,Waw_Shin_Nun-medial_Yod_Resh,2
ובמים,Waw_Bet_Mem-medial_Yod_Mem,2
ובארץ,Waw_Bet_Alef_Resh_Tasdi-final,2
וטהור,Waw_Tet_He_Waw_Resh,2
ובאו,Waw_Bet_Alef_Waw,2
מאמנת,Mem-medial_Alef_Mem-medial_Nun-medial_Taw,2
ורוחך,Waw_Resh_Waw_Het_Kaf-final,2
יעש,Yod_Ayin_Shin,2
מאודה,Mem-medial_Alef_Waw_Dalet_He,2
כדנא,Kaf_Dalet_Nun-medial_Alef,2
מגוריהם,Mem-medial_Gimel_Waw_Resh_Yod_He_Mem,2
ולבצע,Waw_Lamed_Bet_Tsadi_Ayin,2
ומשמר,Waw_Mem-medial_Shin_Mem-medial_Resh,2
ויעל,Waw_Yod_Ayin_Lamed,2
יהגו,Yod_He_Gimel_Waw,2
ופי,Waw_Pe_Yod,2
ודן,Waw_Dalet_Nun-final,2
עלמי,Ayin_Lamed_Mem-medial_Yod,2
וזכר,Waw_Zayin_Kaf_Resh,2
העליון,He_Ayin_Lamed_Yod_Waw_Nun-final,2
בתוכם,Bet_Taw_Waw_Kaf_Mem,2
ומלכות,Waw_Mem-medial_Lamed_Kaf_Waw_Taw,2
לאון,Lamed_Alef_Waw_Nun-final,2
ובלשוני,Waw_Bet_Lamed_Shin_Waw_Nun-medial_Yod,2
תקותך,Taw_Qof_Waw_Taw_Kaf-final,2
נדריה,Nun-medial_Dalet_Resh_Yod_He,2
מכי,Mem-medial_Kaf_Yod,2
ובמועד,Waw_Bet_Mem-medial_Waw_Ayin_Dalet,2
באמתך,Bet_Alef_Mem-medial_Taw_Kaf-final,2
טורין,Tet_Waw_Resh_Yod_Nun-final,2
אלינו,Alef_Lamed_Yod_Nun-medial_Waw,2
בשמיא,Bet_Shin_Mem-medial_Yod_Alef,2
ומטה,Waw_Mem-medial_Tet_He,2
ימללון,Yod_Mem-medial_Lamed_Lamed_Waw_Nun-final,2
אשרי,Alef_Shin_Resh_Yod,2
ידיהם,Yod_Dalet_Yod_He_Mem,2
מסיגי,Mem-medial_Samekh_Yod_Gimel_Yod,2
ממקומו,Mem-medial_Mem-medial_Qof_Waw_Mem-medial_Waw,2
ויבא,Waw_Yod_Bet_Alef,2
החג,He_Het_Gimel,2
צורת,Tsadi_Waw_Resh_Taw,2
מך,Mem-medial_Kaf-final,2
הלי,He_Lamed_Yod,2
לתרעא,Lamed_Taw_Resh_Ayin_Alef,2
בישוע,Bet_Yod_Shin_Waw_Ayin,2
שגגה,Shin_Gimel_Gimel_He,2
בבקעת,Bet_Bet_Qof_Ayin_Taw,2
ושלוה,Waw_Shin_Lamed_Waw_He,2
וישימני,Waw_Yod_Shin_Yod_Mem-medial_Nun-medial_Yod,2
בסוף,Bet_Samekh_Waw_Pe-final,2
והבטן,Waw_He_Bet_Tet_Nun-final,2
בטהרתו,Bet_Tet_He_Resh_Taw_Waw,2
מולדי,Mem-medial_Waw_Lamed_Dalet_Yod,2
ונפקו,Waw_Nun-medial_Pe_Qof_Waw,2
חולם,Het_Waw_Lamed_Mem,2
רחמון,Resh_Het_Mem-medial_Waw_Nun-final,2
תפארתו,Taw_Pe_Alef_Resh_Taw_Waw,2
לרעותה,Lamed_Resh_Ayin_Waw_Taw_He,2
מצוותי,Mem-medial_Tsadi_Waw_Waw_Taw_Yod,2
זקן,Zayin_Qof_Nun-final,2
ושבולת,Waw_Shin_Bet_Waw_Lamed_Taw,2
תשלט,Taw_Shin_Lamed_Tet,2
עמודין,Ayin_Mem-medial_Waw_Dalet_Yod_Nun-final,2
סוררת,Samekh_Waw_Resh_Resh_Taw,2
מדרכי,Mem-medial_Dalet_Resh_Kaf_Yod,2
ומדרה,Waw_Mem-medial_Dalet_Resh_He,2
יתבין,Yod_Taw_Bet_Yod_Nun-final,2
עריצים,Ayin_Resh_Yod_Tsadi_Yod_Mem,2
כחדה,Kaf_Het_Dalet_He,2
לקרב,Lamed_Qof_Resh_Bet,2
כולהא,Kaf_Waw_Lamed_He_Alef,2
גדי,Gimel_Dalet_Yod,2
בכסה,Bet_Kaf_Samekh_He,2
לבאמת,Lamed_Bet_Alef_Mem-medial_Taw,2
לבריתו,Lamed_Bet_Resh_Yod_Taw_Waw,2
במחשבותם,Bet_Mem-medial_Het_Shin_Bet_Waw_Taw_Mem,2
יענה,Yod_Ayin_Nun-medial_He,2
גלולים,Gimel_Lamed_Waw_Lamed_Yod_Mem,2
מרז,Mem-medial_Resh_Zayin,2
אכזר,Alef_Kaf_Zayin_Resh,2
ערים,Ayin_Resh_Yod_Mem,2
ובבינה,Waw_Bet_Bet_Yod_Nun-medial_He,2
בישעיה,Bet_Yod_Shin_Ayin_Yod_He,2
ולשעיר,Waw_Lamed_Shin_Ayin_Yod_Resh,2
האזינו,He_Alef_Zayin_Yod_Nun-medial_Waw,2
יחשובו,Yod_Het_Shin_Waw_Bet_Waw,2
וווכול,Waw_Waw_Waw_Kaf_Waw_Lamed,2
האלף,He_Alef_Lamed_Pe-final,2
התחזקו,He_Taw_Het_Zayin_Qof_Waw,2
דרכיהן,Dalet_Resh_Kaf_Yod_He_Nun-final,2
לרחצן,Lamed_Resh_Het_Tsadi_Nun-final,2
טעו,Tet_Ayin_Waw,2
ובעשר,Waw_Bet_Ayin_Shin_Resh,2
ומטע,Waw_Mem-medial_Tet_Ayin,2
ובמולאת,Waw_Bet_Mem-medial_Waw_Lamed_Alef_Taw,2
דנא,Dalet_Nun-medial_Alef,2
ישאב,Yod_Shin_Alef_Bet,2
ותליתמה,Waw_Taw_Lamed_Yod_Taw_Mem-medial_He,2
יינם,Yod_Yod_Nun-medial_Mem,2
פתחיה,Pe_Taw_Het_Yod_He,2
למועט,Lamed_Mem-medial_Waw_Ayin_Tet,2
באצבעו,Bet_Alef_Tsadi_Bet_Ayin_Waw,2
כעולם,Kaf_Ayin_Waw_Lamed_Mem,2
נסך,Nun-medial_Samekh_Kaf-final,2
רעיהו,Resh_Ayin_Yod_He_Waw,2
במדעו,Bet_Mem-medial_Dalet_Ayin_Waw,2
לעולת,Lamed_Ayin_Waw_Lamed_Taw,2
יודעיכה,Yod_Waw_Dalet_Ayin_Yod_Kaf_He,2
באבן,Bet_Alef_Bet_Nun-final,2
דלים,Dalet_Lamed_Yod_Mem,2
במת,Bet_Mem-medial_Taw,2
בחכמת,Bet_Het_Kaf_Mem-medial_Taw,2
לאנתה,Lamed_Alef_Nun-medial_Taw_He,2
פאתי,Pe_Alef_Taw_Yod,2
תקרב,Taw_Qof_Resh_Bet,2
בזו,Bet_Zayin_Waw,2
ופקדו,Waw_Pe_Qof_Dalet_Waw,2
מחוץ,Mem-medial_Het_Waw_Tasdi-final,2
לאהבתו,Lamed_Alef_He_Bet_Taw_Waw,2
נדרתה,Nun-medial_Dalet_Resh_Taw_He,2
תושיע,Taw_Waw_Shin_Yod_Ayin,2
קרני,Qof_Resh_Nun-medial_Yod,2
גויתכה,Gimel_Waw_Yod_Taw_Kaf_He,2
ורחמים,Waw_Resh_Het_Mem-medial_Yod_Mem,2
תלתא,Taw_Lamed_Taw_Alef,2
עלות,Ayin_Lamed_Waw_Taw,2
ייטב,Yod_Yod_Tet_Bet,2
חוצות,Het_Waw_Tsadi_Waw_Taw,2
וסלק,Waw_Samekh_Lamed_Qof,2
לשונם,Lamed_Shin_Waw_Nun-medial_Mem,2
וכתוב,Waw_Kaf_Taw_Waw_Bet,2
חלף,Het_Lamed_Pe-final,2
חזקו,Het_Zayin_Qof_Waw,2
המשיל,He_Mem-medial_Shin_Yod_Lamed,2
ויביאם,Waw_Yod_Bet_Yod_Alef_Mem,2
ותשבו,Waw_Taw_Shin_Bet_Waw,2
ממשלתה,Mem-medial_Mem-medial_Shin_Lamed_Taw_He,2
ברתה,Bet_Resh_Taw_He,2
דעתי,Dalet_Ayin_Taw_Yod,2
בשרי,Bet_Shin_Resh_Yod,2
וארכה,Waw_Alef_Resh_Kaf_He,2
בקרי,Bet_Qof_Resh_Yod,2
העפר,He_Ayin_Pe_Resh,2
בריב,Bet_Resh_Yod_Bet,2
צרעת,Tsadi_Resh_Ayin_Taw,2
המערב,He_Mem-medial_Ayin_Resh_Bet,2
מאהבתו,Mem-medial_Alef_He_Bet_Taw_Waw,2
ותרעין,Waw_Taw_Resh_Ayin_Yod_Nun-final,2
לקדושי,Lamed_Qof_Dalet_Waw_Shin_Yod,2
האזינה,He_Alef_Zayin_Yod_Nun-medial_He,2
וחנית,Waw_Het_Nun-medial_Yod_Taw,2
למצרין,Lamed_Mem-medial_Tsadi_Resh_Yod_Nun-final,2
אילנא,Alef_Yod_Lamed_Nun-medial_Alef,2
וישלוכה,Waw_Yod_Shin_Lamed_Waw_Kaf_He,2
וחי,Waw_Het_Yod,2
רזא,Resh_Zayin_Alef,2
ותבחר,Waw_Taw_Bet_Het_Resh,2
במקור,Bet_Mem-medial_Qof_Waw_Resh,2
בקודשו,Bet_Qof_Waw_Dalet_Shin_Waw,2
ויתהלכו,Waw_Yod_Taw_He_Lamed_Kaf_Waw,2
הראשונה,He_Resh_Alef_Shin_Waw_Nun-medial_He,2
שערים,Shin_Ayin_Resh_Yod_Mem,2
אוחזי,Alef_Waw_Het_Zayin_Yod,2
פקדו,Pe_Qof_Dalet_Waw,2
לקצים,Lamed_Qof_Tsadi_Yod_Mem,2
לעזים,Lamed_Ayin_Zayin_Yod_Mem,2
יסירנה,Yod_Samekh_Yod_Resh_Nun-medial_He,2
בתו,Bet_Taw_Waw,2
דמם,Dalet_Mem-medial_Mem,2
וואני,Waw_Waw_Alef_Nun-medial_Yod,2
הארבעה,He_Alef_Resh_Bet_Ayin_He,2
יניא,Yod_Nun-medial_Yod_Alef,2
שפתיו,Shin_Pe_Taw_Yod_Waw,2
וברום,Waw_Bet_Resh_Waw_Mem,2
ביסוד,Bet_Yod_Samekh_Waw_Dalet,2
כתם,Kaf_Taw_Mem,2
וידיעהו,Waw_Yod_Dalet_Yod_Ayin_He_Waw,2
נוקמי,Nun-medial_Waw_Qof_Mem-medial_Yod,2
וכוחם,Waw_Kaf_Waw_Het_Mem,2
ונגדיא,Waw_Nun-medial_Gimel_Dalet_Yod_Alef,2
רזים,Resh_Zayin_Yod_Mem,2
וחקרתה,Waw_Het_Qof_Resh_Taw_He,2
ותעודות,Waw_Taw_Ayin_Waw_Dalet_Waw_Taw,2
שוטרים,Shin_Waw_Tet_Resh_Yod_Mem,2
והעפר,Waw_He_Ayin_Pe_Resh,2
שרא,Shin_Resh_Alef,2
אהבת,Alef_He_Bet_Taw,2
ונקום,Waw_Nun-medial_Qof_Waw_Mem,2
וושנים,Waw_Waw_Shin_Nun-medial_Yod_Mem,2
במימי,Bet_Mem-medial_Yod_Mem-medial_Yod,2
עסרין,Ayin_Samekh_Resh_Yod_Nun-final,2
בריא,Bet_Resh_Yod_Alef,2
מצוכה,Mem-medial_Tsadi_Waw_Kaf_He,2
אדר,Alef_Dalet_Resh,2
בפתח,Bet_Pe_Taw_Het,2
ומלקוש,Waw_Mem-medial_Lamed_Qof_Waw_Shin,2
ומרא,Waw_Mem-medial_Resh_Alef,2
רמת,Resh_Mem-medial_Taw,2
ביברך,Bet_Yod_Bet_Resh_Kaf-final,2
בחרן,Bet_Het_Resh_Nun-final,2
לנסך,Lamed_Nun-medial_Samekh_Kaf-final,2
ידיד,Yod_Dalet_Yod_Dalet,2
ולעמו,Waw_Lamed_Ayin_Mem-medial_Waw,2
כסאו,Kaf_Samekh_Alef_Waw,2
ויחסר,Waw_Yod_Het_Samekh_Resh,2
כאלין,Kaf_Alef_Lamed_Yod_Nun-final,2
אריות,Alef_Resh_Yod_Waw_Taw,2
בפיכה,Bet_Pe_Yod_Kaf_He,2
בעשתי,Bet_Ayin_Shin_Taw_Yod,2
ישמעון,Yod_Shin_Mem-medial_Ayin_Waw_Nun-final,2
ליברכו,Lamed_Yod_Bet_Resh_Kaf_Waw,2
פדותכה,Pe_Dalet_Waw_Taw_Kaf_He,2
וחשיך,Waw_Het_Shin_Yod_Kaf-final,2
ואושי,Waw_Alef_Waw_Shin_Yod,2
בלהם,Bet_Lamed_He_Mem,2
מושיע,Mem-medial_Waw_Shin_Yod_Ayin,2
ארכת,Alef_Resh_Kaf_Taw,2
וכבודו,Waw_Kaf_Bet_Waw_Dalet_Waw,2
תבת,Taw_Bet_Taw,2
לויים,Lamed_Waw_Yod_Yod_Mem,2
לשלמו,Lamed_Shin_Lamed_Mem-medial_Waw,2
ובבו,Waw_Bet_Bet_Waw,2
מבלי,Mem-medial_Bet_Lamed_Yod,2
לברכה,Lamed_Bet_Resh_Kaf_He,2
ישכחו,Yod_Shin_Kaf_Het_Waw,2
לשול,Lamed_Shin_Waw_Lamed,2
בבינה,Bet_Bet_Yod_Nun-medial_He,2
בבן,Bet_Bet_Nun-final,2
ביתכה,Bet_Yod_Taw_Kaf_He,2
בנדבה,Bet_Nun-medial_Dalet_Bet_He,2
ולשמור,Waw_Lamed_Shin_Mem-medial_Waw_Resh,2
לאלוהינו,Lamed_Alef_Lamed_Waw_He_Yod_Nun-medial_Waw,2
וכולם,Waw_Kaf_Waw_Lamed_Mem,2
והתומים,Waw_He_Taw_Waw_Mem-medial_Yod_Mem,2
ונקבה,Waw_Nun-medial_Qof_Bet_He,2
וחכמתא,Waw_Het_Kaf_Mem-medial_Taw_Alef,2
אובלת,Alef_Waw_Bet_Lamed_Taw,2
ולסור,Waw_Lamed_Samekh_Waw_Resh,2
בכבודכה,Bet_Kaf_Bet_Waw_Dalet_Kaf_He,2
במצרין,Bet_Mem-medial_Tsadi_Resh_Yod_Nun-final,2
מבקש,Mem-medial_Bet_Qof_Shin,2
ימלוך,Yod_Mem-medial_Lamed_Waw_Kaf-final,2
בבחזיר,Bet_Bet_Het_Zayin_Yod_Resh,2
ושמיא,Waw_Shin_Mem-medial_Yod_Alef,2
ונתיבות,Waw_Nun-medial_Taw_Yod_Bet_Waw_Taw,2
ארצמה,Alef_Resh_Tsadi_Mem-medial_He,2
לפלט,Lamed_Pe_Lamed_Tet,2
ורשע,Waw_Resh_Shin_Ayin,2
בנחלת,Bet_Nun-medial_Het_Lamed_Taw,2
יומוהי,Yod_Waw_Mem-medial_Waw_He_Yod,2
פקדם,Pe_Qof_Dalet_Mem,2
שלמא,Shin_Lamed_Mem-medial_Alef,2
שטים,Shin_Tet_Yod_Mem,2
שהוא,Shin_He_Waw_Alef,2
בדעתי,Bet_Dalet_Ayin_Taw_Yod,2
יתענגו,Yod_Taw_Ayin_Nun-medial_Gimel_Waw,2
יבשה,Yod_Bet_Shin_He,2
במשפטכם,Bet_Mem-medial_Shin_Pe_Tet_Kaf_Mem,2
צל,Tsadi_Lamed,2
פחי,Pe_Het_Yod,2
אוצר,Alef_Waw_Tsadi_Resh,2
וכח,Waw_Kaf_Het,2
עורלת,Ayin_Waw_Resh_Lamed_Taw,2
הידיד,He_Yod_Dalet_Yod_Dalet,2
ופניהם,Waw_Pe_Nun-medial_Yod_He_Mem,2
ולוכול,Waw_Lamed_Waw_Kaf_Waw_Lamed,2
ועצם,Waw_Ayin_Tsadi_Mem,2
סיני,Samekh_Yod_Nun-medial_Yod,2
יכבדו,Yod_Kaf_Bet_Dalet_Waw,2
שופטי,Shin_Waw_Pe_Tet_Yod,2
בדבירי,Bet_Dalet_Bet_Yod_Resh_Yod,2
ואגילה,Waw_Alef_Gimel_Yod_Lamed_He,2
פתאי,Pe_Taw_Alef_Yod,2
בסלע,Bet_Samekh_Lamed_Ayin,2
חסו,Het_Samekh_Waw,2
מזבחי,Mem-medial_Zayin_Bet_Het_Yod,2
וחרון,Waw_Het_Resh_Waw_Nun-final,2
לפלא,Lamed_Pe_Lamed_Alef,2
אוהבים,Alef_Waw_He_Bet_Yod_Mem,2
ויחנו,Waw_Yod_Het_Nun-medial_Waw,2
לאומים,Lamed_Alef_Waw_Mem-medial_Yod_Mem,2
המראה,He_Mem-medial_Resh_Alef_He,2
נזר,Nun-medial_Zayin_Resh,2
